81.472,16.888,1
90.579,74.517,1
12.699,47.713,1
91.338,65.344,1
63.236,96.658,1
9.754,31.303,1
27.85,7.6439,1
54.688,79.142,1
95.751,36.538,1
96.489,58.51,1
15.761,18.334,1
97.059,7.6919,1
95.717,15.366,1
48.538,82.688,1
80.028,30.096,1
14.189,38.388,1
42.176,65.075,1
91.574,81.737,1
79.221,76.627,1
95.949,37.418,1
65.574,18.986,1
3.5712,64.65,1
84.913,0.36053,1
93.399,28.289,1
67.874,63.86,1
75.774,59.207,1
74.313,32.529,1
39.223,98.895,1
65.548,12.324,1
17.119,73.588,1
70.605,15.662,1
3.1833,43.465,1
27.692,83.224,1
4.6171,35.991,1
9.7132,7.6238,1
82.346,55.693,1
69.483,27.393,1
31.71,13.205,1
95.022,69.965,1
3.4446,48.59,1
43.874,18.272,1
38.156,10.121,1
76.552,20.158,1
79.52,13.475,1
18.687,32.379,1
48.976,95.055,1
44.559,53.213,1
64.631,24.769,1
70.936,43.728,1
75.469,66.909,1
27.603,54.77,1
67.97,60.905,1
65.51,86.313,1
16.261,38.07,1
11.9,74.896,1
49.836,15.67,1
95.974,5.8124,1
34.039,33.971,1
58.527,81.718,1
22.381,37.755,1
75.127,97.26,1
25.51,60.532,1
50.596,33.824,1
69.908,92.798,1
89.09,89.842,1
95.929,85.071,1
54.722,25.679,1
13.862,28.55,1
14.929,77.995,1
25.751,70.14,1
84.072,49.251,1
25.428,96.767,1
81.428,47.616,1
24.352,99.491,1
92.926,49.058,1
34.998,50.345,1
19.66,76.877,1
25.108,38.808,1
61.604,45.326,1
47.329,13.285,1
35.166,75.851,1
83.083,56.524,1
58.526,64.864,1
54.972,79.806,1
91.719,22.045,1
28.584,85.789,1
75.72,90.473,1
75.373,29.202,1
38.045,72.587,1
56.782,33.945,1
7.5854,27.268,1
5.395,17.027,1
53.08,66.402,1
77.917,53.585,1
93.401,82.911,1
12.991,26.736,1
56.882,17.616,1
46.939,43.119,1
1.1902,47.566,1
33.712,78.522,1
16.218,13.065,1
79.428,5.1356,1
31.122,62.751,1
52.853,2.9088,1
16.565,13.619,1
60.198,69.456,1
26.297,51.568,1
65.408,54.258,1
68.921,80.848,1
74.815,79.369,1
45.054,50.187,1
8.3821,27.663,1
22.898,11.966,1
91.334,88.66,1
15.238,97.029,1
82.582,94.253,1
53.834,63.813,1
99.613,9.059,1
7.8176,7.4708,1
44.268,18.245,1
10.665,3.1688,1
96.19,72.494,1
0.46342,14.416,1
77.491,63.593,1
81.73,78.985,1
86.869,56.625,1
8.4436,37.741,1
39.978,82.159,1
25.987,30.488,1
80.007,31.937,1
43.141,78.498,1
91.065,50.374,1
18.185,26.1,1
26.38,73.248,1
14.554,16.295,1
13.607,92.108,1
86.929,22.222,1
57.97,8.3609,1
54.986,7.3702,1
14.495,76.955,1
85.303,81.768,1
62.206,74.043,1
35.095,75.825,1
51.325,96.119,1
40.181,46.642,1
7.5967,78.7,1
23.992,42.257,1
12.332,94.373,1
18.391,0.13144,1
23.995,98.127,1
41.727,57.019,1
4.9654,34.647,1
90.272,55.75,1
94.479,29.978,1
49.086,15.907,1
48.925,66.526,1
33.772,68.42,1
90.005,79.241,1
36.925,34.862,1
11.12,25.007,1
78.025,34.5,1
38.974,32.863,1
24.169,92.749,1
40.391,75.607,1
9.6455,28.824,1
13.197,60.618,1
94.205,76.603,1
95.613,84.615,1
57.521,90.198,1
5.978,59.571,1
23.478,6.8536,1
